letters,form,cisi_number,site,iconography,position,seal_id,upos,xpos,letter_label_encoded,prefix,vowel,morpheme boundary,noun,verb,FormWithoutLemma,Counts,MorphemeSeparated,prefix_label_encoded
M089,seal_1037,H-0304,Harappa,unicorn,3,1037,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M050,seal_1038,M-0369,Mohenjo-daro,zebu bull,0,1038,SIGN,INDUS,50,,,1,0,0,M050,1,M050,0
M089,seal_1038,M-0369,Mohenjo-daro,zebu bull,1,1038,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M089,seal_1039,H-0305,Harappa,elephant,0,1039,SIGN,INDUS,89,,,1,0,0,M089,1,M089,0
M065,seal_1039,H-0305,Harappa,elephant,1,1039,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M065,seal_1040,M-0370,Mohenjo-daro,buffalo,0,1040,SIGN,INDUS,65,,,1,0,0,M065,1,M065,0
M267,seal_1040,M-0370,Mohenjo-daro,buffalo,1,1040,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M342,seal_1040,M-0370,Mohenjo-daro,buffalo,2,1040,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1040,M-0370,Mohenjo-daro,buffalo,3,1040,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M014,seal_1041,M-0371,Mohenjo-daro,zebu bull,0,1041,SIGN,INDUS,14,,,1,0,0,M014,1,M014,0
M267,seal_1041,M-0371,Mohenjo-daro,zebu bull,1,1041,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M012,seal_1041,M-0371,Mohenjo-daro,zebu bull,2,1041,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M059,seal_1041,M-0371,Mohenjo-daro,zebu bull,3,1041,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M336,seal_1041,M-0371,Mohenjo-daro,zebu bull,4,1041,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M061,seal_1042,H-0306,Harappa,unicorn,0,1042,SIGN,INDUS,61,,,1,0,0,M061,1,M061,0
M051,seal_1042,H-0306,Harappa,unicorn,1,1042,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M391,seal_1042,H-0306,Harappa,unicorn,2,1042,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M293,seal_1042,H-0306,Harappa,unicorn,3,1042,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M048,seal_1042,H-0306,Harappa,unicorn,4,1042,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M013,seal_1043,H-0307,Harappa,rhinoceros,0,1043,SIGN,INDUS,13,,,1,0,0,M013,1,M013,0
M190,seal_1043,H-0307,Harappa,rhinoceros,1,1043,SIGN,INDUS,190,,,0,0,0,M190,1,M190,0
M336,seal_1043,H-0307,Harappa,rhinoceros,2,1043,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M177,seal_1043,H-0307,Harappa,rhinoceros,3,1043,SIGN,INDUS,177,,,0,0,0,M177,1,M177,0
M391,seal_1043,H-0307,Harappa,rhinoceros,4,1043,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M211,seal_1043,H-0307,Harappa,rhinoceros,5,1043,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M015,seal_1044,M-0372,Mohenjo-daro,unicorn,0,1044,SIGN,INDUS,15,,,1,0,0,M015,1,M015,0
M110,seal_1044,M-0372,Mohenjo-daro,unicorn,1,1044,SIGN,INDUS,110,,,0,0,0,M110,1,M110,0
M065,seal_1044,M-0372,Mohenjo-daro,unicorn,2,1044,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M038,seal_1045,M-0373,Mohenjo-daro,rhinoceros,0,1045,SIGN,INDUS,38,,,1,0,0,M038,1,M038,0
M176,seal_1045,M-0373,Mohenjo-daro,rhinoceros,1,1045,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_1045,M-0373,Mohenjo-daro,rhinoceros,2,1045,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M125,seal_1045,M-0373,Mohenjo-daro,rhinoceros,3,1045,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M077,seal_1046,DK-0065,Dholavira,zebu bull,0,1046,SIGN,INDUS,77,,,1,0,0,M077,1,M077,0
M087,seal_1046,DK-0065,Dholavira,zebu bull,1,1046,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M012,seal_1046,DK-0065,Dholavira,zebu bull,2,1046,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M012,seal_1047,M-0374,Mohenjo-daro,rhinoceros,0,1047,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M051,seal_1047,M-0374,Mohenjo-daro,rhinoceros,1,1047,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M329,seal_1047,M-0374,Mohenjo-daro,rhinoceros,2,1047,SIGN,INDUS,329,,,0,0,0,M329,1,M329,0
M342,seal_1047,M-0374,Mohenjo-daro,rhinoceros,3,1047,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M004,seal_1048,M-0375,Mohenjo-daro,unicorn,0,1048,SIGN,INDUS,4,,,1,0,0,M004,1,M004,0
M162,seal_1048,M-0375,Mohenjo-daro,unicorn,1,1048,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M059,seal_1048,M-0375,Mohenjo-daro,unicorn,2,1048,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M267,seal_1048,M-0375,Mohenjo-daro,unicorn,3,1048,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_1048,M-0375,Mohenjo-daro,unicorn,4,1048,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M079,seal_1049,RGR-0021,Rakhigarhi,rhinoceros,0,1049,SIGN,INDUS,79,,,1,0,0,M079,1,M079,0
M065,seal_1049,RGR-0021,Rakhigarhi,rhinoceros,1,1049,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M073,seal_1050,H-0308,Harappa,zebu bull,0,1050,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M193,seal_1050,H-0308,Harappa,zebu bull,1,1050,SIGN,INDUS,193,,,0,0,0,M193,1,M193,0
M051,seal_1050,H-0308,Harappa,zebu bull,2,1050,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M342,seal_1050,H-0308,Harappa,zebu bull,3,1050,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M070,seal_1051,H-0309,Harappa,zebu bull,0,1051,SIGN,INDUS,70,,,1,0,0,M070,1,M070,0
M328,seal_1051,H-0309,Harappa,zebu bull,1,1051,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_1051,H-0309,Harappa,zebu bull,2,1051,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M089,seal_1051,H-0309,Harappa,zebu bull,3,1051,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M139,seal_1051,H-0309,Harappa,zebu bull,4,1051,SIGN,INDUS,139,,,0,0,0,M139,1,M139,0
M162,seal_1051,H-0309,Harappa,zebu bull,5,1051,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M059,seal_1051,H-0309,Harappa,zebu bull,6,1051,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M071,seal_1052,M-0376,Mohenjo-daro,unicorn,0,1052,SIGN,INDUS,71,,,1,0,0,M071,1,M071,0
M267,seal_1052,M-0376,Mohenjo-daro,unicorn,1,1052,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M336,seal_1052,M-0376,Mohenjo-daro,unicorn,2,1052,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M267,seal_1052,M-0376,Mohenjo-daro,unicorn,3,1052,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1052,M-0376,Mohenjo-daro,unicorn,4,1052,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M048,seal_1052,M-0376,Mohenjo-daro,unicorn,5,1052,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M089,seal_1053,BN-0031,Banawali,elephant,0,1053,SIGN,INDUS,89,,,1,0,0,M089,1,M089,0
M233,seal_1053,BN-0031,Banawali,elephant,1,1053,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M246,seal_1053,BN-0031,Banawali,elephant,2,1053,SIGN,INDUS,246,,,0,0,0,M246,1,M246,0
M162,seal_1053,BN-0031,Banawali,elephant,3,1053,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M099,seal_1053,BN-0031,Banawali,elephant,4,1053,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M054,seal_1054,K-0074,Kalibangan,unicorn,0,1054,SIGN,INDUS,54,,,1,0,0,M054,1,M054,0
M189,seal_1054,K-0074,Kalibangan,unicorn,1,1054,SIGN,INDUS,189,,,0,0,0,M189,1,M189,0
M342,seal_1054,K-0074,Kalibangan,unicorn,2,1054,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1054,K-0074,Kalibangan,unicorn,3,1054,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_1054,K-0074,Kalibangan,unicorn,4,1054,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1054,K-0074,Kalibangan,unicorn,5,1054,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M220,seal_1054,K-0074,Kalibangan,unicorn,6,1054,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M080,seal_1055,C-0055,Chanhu-daro,unicorn,0,1055,SIGN,INDUS,80,,,1,0,0,M080,1,M080,0
M125,seal_1055,C-0055,Chanhu-daro,unicorn,1,1055,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M160,seal_1055,C-0055,Chanhu-daro,unicorn,2,1055,SIGN,INDUS,160,,,0,0,0,M160,1,M160,0
M267,seal_1055,C-0055,Chanhu-daro,unicorn,3,1055,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M293,seal_1055,C-0055,Chanhu-daro,unicorn,4,1055,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M305,seal_1055,C-0055,Chanhu-daro,unicorn,5,1055,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M099,seal_1056,K-0075,Kalibangan,unicorn,0,1056,SIGN,INDUS,99,,,1,0,0,M099,1,M099,0
M295,seal_1056,K-0075,Kalibangan,unicorn,1,1056,SIGN,INDUS,295,,,0,0,0,M295,1,M295,0
M176,seal_1056,K-0075,Kalibangan,unicorn,2,1056,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M125,seal_1056,K-0075,Kalibangan,unicorn,3,1056,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M342,seal_1056,K-0075,Kalibangan,unicorn,4,1056,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M077,seal_1057,M-0377,Mohenjo-daro,geometric,0,1057,SIGN,INDUS,77,,,1,0,0,M077,1,M077,0
M328,seal_1057,M-0377,Mohenjo-daro,geometric,1,1057,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_1057,M-0377,Mohenjo-daro,geometric,2,1057,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M336,seal_1057,M-0377,Mohenjo-daro,geometric,3,1057,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M060,seal_1058,M-0378,Mohenjo-daro,rhinoceros,0,1058,SIGN,INDUS,60,,,1,0,0,M060,1,M060,0
M249,seal_1058,M-0378,Mohenjo-daro,rhinoceros,1,1058,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M070,seal_1059,H-0310,Harappa,zebu bull,0,1059,SIGN,INDUS,70,,,1,0,0,M070,1,M070,0
M391,seal_1059,H-0310,Harappa,zebu bull,1,1059,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M267,seal_1059,H-0310,Harappa,zebu bull,2,1059,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M065,seal_1059,H-0310,Harappa,zebu bull,3,1059,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M060,seal_1060,M-0379,Mohenjo-daro,rhinoceros,0,1060,SIGN,INDUS,60,,,1,0,0,M060,1,M060,0
M164,seal_1060,M-0379,Mohenjo-daro,rhinoceros,1,1060,SIGN,INDUS,164,,,0,0,0,M164,1,M164,0
M121,seal_1060,M-0379,Mohenjo-daro,rhinoceros,2,1060,SIGN,INDUS,121,,,0,0,0,M121,1,M121,0
M129,seal_1060,M-0379,Mohenjo-daro,rhinoceros,3,1060,SIGN,INDUS,129,,,0,0,0,M129,1,M129,0
M233,seal_1060,M-0379,Mohenjo-daro,rhinoceros,4,1060,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M047,seal_1061,L-0087,Lothal,buffalo,0,1061,SIGN,INDUS,47,,,1,0,0,M047,1,M047,0
M125,seal_1061,L-0087,Lothal,buffalo,1,1061,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M342,seal_1061,L-0087,Lothal,buffalo,2,1061,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M391,seal_1061,L-0087,Lothal,buffalo,3,1061,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M249,seal_1061,L-0087,Lothal,buffalo,4,1061,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M005,seal_1062,M-0380,Mohenjo-daro,rhinoceros,0,1062,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M262,seal_1062,M-0380,Mohenjo-daro,rhinoceros,1,1062,SIGN,INDUS,262,,,0,0,0,M262,1,M262,0
M201,seal_1062,M-0380,Mohenjo-daro,rhinoceros,2,1062,SIGN,INDUS,201,,,0,0,0,M201,1,M201,0
M128,seal_1062,M-0380,Mohenjo-daro,rhinoceros,3,1062,SIGN,INDUS,128,,,0,0,0,M128,1,M128,0
M048,seal_1062,M-0380,Mohenjo-daro,rhinoceros,4,1062,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M171,seal_1062,M-0380,Mohenjo-daro,rhinoceros,5,1062,SIGN,INDUS,171,,,0,0,0,M171,1,M171,0
M293,seal_1062,M-0380,Mohenjo-daro,rhinoceros,6,1062,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M003,seal_1063,DK-0066,Dholavira,zebu bull,0,1063,SIGN,INDUS,3,,,1,0,0,M003,1,M003,0
M162,seal_1063,DK-0066,Dholavira,zebu bull,1,1063,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M099,seal_1063,DK-0066,Dholavira,zebu bull,2,1063,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M328,seal_1063,DK-0066,Dholavira,zebu bull,3,1063,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M042,seal_1064,H-0311,Harappa,zebu bull,0,1064,SIGN,INDUS,42,,,1,0,0,M042,1,M042,0
M230,seal_1064,H-0311,Harappa,zebu bull,1,1064,SIGN,INDUS,230,,,0,0,0,M230,1,M230,0
M237,seal_1064,H-0311,Harappa,zebu bull,2,1064,SIGN,INDUS,237,,,0,0,0,M237,1,M237,0
M065,seal_1064,H-0311,Harappa,zebu bull,3,1064,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M070,seal_1065,M-0381,Mohenjo-daro,unicorn,0,1065,SIGN,INDUS,70,,,1,0,0,M070,1,M070,0
M301,seal_1065,M-0381,Mohenjo-daro,unicorn,1,1065,SIGN,INDUS,301,,,0,0,0,M301,1,M301,0
M267,seal_1065,M-0381,Mohenjo-daro,unicorn,2,1065,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M391,seal_1066,H-0312,Harappa,unicorn,0,1066,SIGN,INDUS,391,,,1,0,0,M391,1,M391,0
M267,seal_1066,H-0312,Harappa,unicorn,1,1066,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1066,H-0312,Harappa,unicorn,2,1066,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1066,H-0312,Harappa,unicorn,3,1066,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_1066,H-0312,Harappa,unicorn,4,1066,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M211,seal_1066,H-0312,Harappa,unicorn,5,1066,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M008,seal_1067,M-0382,Mohenjo-daro,unicorn,0,1067,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M342,seal_1067,M-0382,Mohenjo-daro,unicorn,1,1067,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M162,seal_1067,M-0382,Mohenjo-daro,unicorn,2,1067,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M034,seal_1068,C-0056,Chanhu-daro,elephant,0,1068,SIGN,INDUS,34,,,1,0,0,M034,1,M034,0
M233,seal_1068,C-0056,Chanhu-daro,elephant,1,1068,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M001,seal_1069,M-0383,Mohenjo-daro,zebu bull,0,1069,SIGN,INDUS,1,,,1,0,0,M001,1,M001,0
M343,seal_1069,M-0383,Mohenjo-daro,zebu bull,1,1069,SIGN,INDUS,343,,,0,0,0,M343,1,M343,0
M125,seal_1069,M-0383,Mohenjo-daro,zebu bull,2,1069,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M006,seal_1070,BN-0032,Banawali,tiger,0,1070,SIGN,INDUS,6,,,1,0,0,M006,1,M006,0
M288,seal_1070,BN-0032,Banawali,tiger,1,1070,SIGN,INDUS,288,,,0,0,0,M288,1,M288,0
M262,seal_1070,BN-0032,Banawali,tiger,2,1070,SIGN,INDUS,262,,,0,0,0,M262,1,M262,0
M375,seal_1070,BN-0032,Banawali,tiger,3,1070,SIGN,INDUS,375,,,0,0,0,M375,1,M375,0
M211,seal_1070,BN-0032,Banawali,tiger,4,1070,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M267,seal_1070,BN-0032,Banawali,tiger,5,1070,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M067,seal_1071,M-0384,Mohenjo-daro,rhinoceros,0,1071,SIGN,INDUS,67,,,1,0,0,M067,1,M067,0
M326,seal_1071,M-0384,Mohenjo-daro,rhinoceros,1,1071,SIGN,INDUS,326,,,0,0,0,M326,1,M326,0
M348,seal_1071,M-0384,Mohenjo-daro,rhinoceros,2,1071,SIGN,INDUS,348,,,0,0,0,M348,1,M348,0
M048,seal_1071,M-0384,Mohenjo-daro,rhinoceros,3,1071,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M075,seal_1072,C-0057,Chanhu-daro,rhinoceros,0,1072,SIGN,INDUS,75,,,1,0,0,M075,1,M075,0
M267,seal_1072,C-0057,Chanhu-daro,rhinoceros,1,1072,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M048,seal_1073,BN-0033,Banawali,unicorn,0,1073,SIGN,INDUS,48,,,1,0,0,M048,1,M048,0
M169,seal_1073,BN-0033,Banawali,unicorn,1,1073,SIGN,INDUS,169,,,0,0,0,M169,1,M169,0
M162,seal_1073,BN-0033,Banawali,unicorn,2,1073,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M111,seal_1073,BN-0033,Banawali,unicorn,3,1073,SIGN,INDUS,111,,,0,0,0,M111,1,M111,0
M162,seal_1073,BN-0033,Banawali,unicorn,4,1073,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M089,seal_1073,BN-0033,Banawali,unicorn,5,1073,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M267,seal_1073,BN-0033,Banawali,unicorn,6,1073,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M012,seal_1074,M-0385,Mohenjo-daro,elephant,0,1074,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M391,seal_1074,M-0385,Mohenjo-daro,elephant,1,1074,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M027,seal_1075,M-0386,Mohenjo-daro,rhinoceros,0,1075,SIGN,INDUS,27,,,1,0,0,M027,1,M027,0
M087,seal_1075,M-0386,Mohenjo-daro,rhinoceros,1,1075,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M267,seal_1075,M-0386,Mohenjo-daro,rhinoceros,2,1075,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M018,seal_1076,H-0313,Harappa,unicorn,0,1076,SIGN,INDUS,18,,,1,0,0,M018,1,M018,0
M211,seal_1076,H-0313,Harappa,unicorn,1,1076,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_1076,H-0313,Harappa,unicorn,2,1076,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M089,seal_1076,H-0313,Harappa,unicorn,3,1076,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M029,seal_1077,DK-0067,Dholavira,unicorn,0,1077,SIGN,INDUS,29,,,1,0,0,M029,1,M029,0
M391,seal_1077,DK-0067,Dholavira,unicorn,1,1077,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M059,seal_1077,DK-0067,Dholavira,unicorn,2,1077,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M176,seal_1077,DK-0067,Dholavira,unicorn,3,1077,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M059,seal_1078,H-0314,Harappa,unicorn,0,1078,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M222,seal_1078,H-0314,Harappa,unicorn,1,1078,SIGN,INDUS,222,,,0,0,0,M222,1,M222,0
M233,seal_1078,H-0314,Harappa,unicorn,2,1078,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M064,seal_1079,M-0387,Mohenjo-daro,zebu bull,0,1079,SIGN,INDUS,64,,,1,0,0,M064,1,M064,0
M176,seal_1079,M-0387,Mohenjo-daro,zebu bull,1,1079,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M328,seal_1079,M-0387,Mohenjo-daro,zebu bull,2,1079,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M056,seal_1080,M-0388,Mohenjo-daro,geometric,0,1080,SIGN,INDUS,56,,,1,0,0,M056,1,M056,0
M162,seal_1080,M-0388,Mohenjo-daro,geometric,1,1080,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M342,seal_1080,M-0388,Mohenjo-daro,geometric,2,1080,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1080,M-0388,Mohenjo-daro,geometric,3,1080,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M176,seal_1080,M-0388,Mohenjo-daro,geometric,4,1080,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M012,seal_1081,SK-0040,Surkotada,unicorn,0,1081,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M281,seal_1081,SK-0040,Surkotada,unicorn,1,1081,SIGN,INDUS,281,,,0,0,0,M281,1,M281,0
M332,seal_1081,SK-0040,Surkotada,unicorn,2,1081,SIGN,INDUS,332,,,0,0,0,M332,1,M332,0
M176,seal_1081,SK-0040,Surkotada,unicorn,3,1081,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M176,seal_1081,SK-0040,Surkotada,unicorn,4,1081,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M220,seal_1081,SK-0040,Surkotada,unicorn,5,1081,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M069,seal_1082,H-0315,Harappa,zebu bull,0,1082,SIGN,INDUS,69,,,1,0,0,M069,1,M069,0
M328,seal_1082,H-0315,Harappa,zebu bull,1,1082,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M099,seal_1082,H-0315,Harappa,zebu bull,2,1082,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M220,seal_1082,H-0315,Harappa,zebu bull,3,1082,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M062,seal_1083,M-0389,Mohenjo-daro,zebu bull,0,1083,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M328,seal_1083,M-0389,Mohenjo-daro,zebu bull,1,1083,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M059,seal_1083,M-0389,Mohenjo-daro,zebu bull,2,1083,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M089,seal_1083,M-0389,Mohenjo-daro,zebu bull,3,1083,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M267,seal_1083,M-0389,Mohenjo-daro,zebu bull,4,1083,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M125,seal_1083,M-0389,Mohenjo-daro,zebu bull,5,1083,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M063,seal_1084,M-0390,Mohenjo-daro,zebu bull,0,1084,SIGN,INDUS,63,,,1,0,0,M063,1,M063,0
M233,seal_1084,M-0390,Mohenjo-daro,zebu bull,1,1084,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M176,seal_1084,M-0390,Mohenjo-daro,zebu bull,2,1084,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_1084,M-0390,Mohenjo-daro,zebu bull,3,1084,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M305,seal_1084,M-0390,Mohenjo-daro,zebu bull,4,1084,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M007,seal_1085,H-0316,Harappa,elephant,0,1085,SIGN,INDUS,7,,,1,0,0,M007,1,M007,0
M344,seal_1085,H-0316,Harappa,elephant,1,1085,SIGN,INDUS,344,,,0,0,0,M344,1,M344,0
M367,seal_1085,H-0316,Harappa,elephant,2,1085,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M166,seal_1085,H-0316,Harappa,elephant,3,1085,SIGN,INDUS,166,,,0,0,0,M166,1,M166,0
M051,seal_1085,H-0316,Harappa,elephant,4,1085,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M059,seal_1085,H-0316,Harappa,elephant,5,1085,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M176,seal_1085,H-0316,Harappa,elephant,6,1085,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M059,seal_1086,DK-0068,Dholavira,unicorn,0,1086,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M293,seal_1086,DK-0068,Dholavira,unicorn,1,1086,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M267,seal_1086,DK-0068,Dholavira,unicorn,2,1086,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M059,seal_1086,DK-0068,Dholavira,unicorn,3,1086,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M016,seal_1087,H-0317,Harappa,elephant,0,1087,SIGN,INDUS,16,,,1,0,0,M016,1,M016,0
M176,seal_1087,H-0317,Harappa,elephant,1,1087,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_1087,H-0317,Harappa,elephant,2,1087,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M162,seal_1087,H-0317,Harappa,elephant,3,1087,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M162,seal_1087,H-0317,Harappa,elephant,4,1087,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M305,seal_1087,H-0317,Harappa,elephant,5,1087,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M027,seal_1088,M-0391,Mohenjo-daro,unicorn,0,1088,SIGN,INDUS,27,,,1,0,0,M027,1,M027,0
M176,seal_1088,M-0391,Mohenjo-daro,unicorn,1,1088,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M342,seal_1088,M-0391,Mohenjo-daro,unicorn,2,1088,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1088,M-0391,Mohenjo-daro,unicorn,3,1088,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
