cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
K-0075,Kalibangan,M099 M295 M176 M125 M342,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.577,False,False,False,5,unicorn
K-0076,Kalibangan,M073 M342 M342 M176 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.626,True,False,False,5,zebu bull
K-0077,Kalibangan,M026 M211 M099 M291 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.484,True,False,False,5,unicorn
K-0078,Kalibangan,M162 M377 M176 M176,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.392,False,False,False,4,rhinoceros
K-0079,Kalibangan,M076 M357 M342 M012,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.546,True,False,False,4,zebu bull
K-0080,Kalibangan,M015 M162 M211 M168 M104 M338 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → UNK → RELATIONAL_MARKER,0.382,True,False,False,7,geometric
K-0081,Kalibangan,M056 M305,CLASSIFIER → CASE_MARKER,0.89,True,True,False,2,geometric
K-0082,Kalibangan,M008 M342 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.644,True,False,False,3,tiger
K-0083,Kalibangan,M055 M099,CLASSIFIER → RELATIONAL_MARKER,0.643,True,False,False,2,script only
K-0084,Kalibangan,M046 M342 M146 M059 M176,CLASSIFIER → RELATIONAL_MARKER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER,0.572,True,False,True,5,unicorn
K-0085,Kalibangan,M049 M087 M118 M233,CLASSIFIER → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.478,True,True,False,4,unicorn
K-0086,Kalibangan,M043 M211 M233,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.643,True,True,False,3,zebu bull
K-0087,Kalibangan,M075 M059 M270 M267 M267 M176,CLASSIFIER → HUB_AUTHORITY → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.649,True,False,True,6,unicorn
K-0088,Kalibangan,M056 M267 M099 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.665,True,True,False,4,zebu bull
K-0089,Kalibangan,M056 M099 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.616,True,False,False,3,unicorn
K-0090,Kalibangan,M030 M342 M176 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.61,True,False,False,4,zebu bull
K-0091,Kalibangan,M064 M374 M102 M340 M336 M059,CLASSIFIER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → HUB_AUTHORITY,0.52,True,False,True,6,rhinoceros
K-0092,Kalibangan,M018 M272 M293 M099,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.585,True,False,False,4,zebu bull
K-0093,Kalibangan,M051 M103 M328,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.475,False,False,False,3,rhinoceros
K-0094,Kalibangan,M014 M059 M267 M342 M176 M211 M099,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.652,True,False,True,7,gharial
K-0095,Kalibangan,M021 M125 M277 M235 M183 M125,CLASSIFIER → WEAK_CASE_MARKER → UNK → FLEXIBLE_AGENT → FLEXIBLE_AGENT → WEAK_CASE_MARKER,0.528,True,True,False,6,unicorn
K-0096,Kalibangan,M059 M211 M342 M293,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.648,False,False,True,4,unicorn
K-0097,Kalibangan,M035 M211 M342 M292 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.576,True,True,False,5,gharial
K-0098,Kalibangan,M010 M216 M328 M048,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.44,True,False,False,4,zebu bull
K-0099,Kalibangan,M012 M328 M289 M099 M342 M233 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.472,False,False,False,7,zebu bull
K-0100,Kalibangan,M048 M162 M405 M391 M252 M331 M051,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER,0.337,False,False,False,7,unicorn
K-0101,Kalibangan,M017 M162 M099 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.714,True,False,True,4,zebu bull
K-0102,Kalibangan,M034 M059 M385 M233,CLASSIFIER → HUB_AUTHORITY → UNK → WEAK_CASE_MARKER,0.629,True,True,True,4,rhinoceros
K-0103,Kalibangan,M031 M089 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.575,True,False,False,3,zebu bull
K-0104,Kalibangan,M367 M162 M249,RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.635,False,True,False,3,elephant
K-0105,Kalibangan,M049 M179 M391 M296 M336,CLASSIFIER → UNK → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.337,True,False,False,5,script only
K-0106,Kalibangan,M048 M342 M267 M099 M342 M233,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.582,False,True,False,6,elephant
K-0107,Kalibangan,M009 M176 M321 M099 M293 M305,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.632,True,True,False,6,unicorn
K-0108,Kalibangan,M041 M099 M162 M293 M267 M342 M252 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.552,True,False,False,8,unicorn
K-0109,Kalibangan,M044 M293 M267 M099 M387 M336 M267 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.49,True,False,False,8,buffalo
K-0110,Kalibangan,M063 M342 M176 M099 M293 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.585,True,False,False,6,unicorn
L-0001,Lothal,M023 M176 M099 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.595,True,False,False,4,elephant
L-0002,Lothal,M061 M267 M099 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.678,True,True,False,4,buffalo
L-0003,Lothal,M051 M214 M233 M089 M051,RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.422,False,False,False,5,rhinoceros
L-0004,Lothal,M069 M391 M293 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,4,elephant
L-0005,Lothal,M027 M099 M233,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.691,True,True,False,3,buffalo
L-0006,Lothal,M391 M059,RELATIONAL_MARKER → HUB_AUTHORITY,0.739,False,False,True,2,tiger
L-0007,Lothal,M048 M342,RELATIONAL_MARKER → RELATIONAL_MARKER,0.531,False,False,False,2,rhinoceros
L-0008,Lothal,M099 M222 M099 M249,RELATIONAL_MARKER → CORE_ENTITY → RELATIONAL_MARKER → CASE_MARKER,0.606,False,True,False,4,gharial
L-0009,Lothal,M065 M267 M099 M305,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.631,False,True,False,4,zebu bull
L-0010,Lothal,M023 M211 M125,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.669,True,True,False,3,buffalo
L-0011,Lothal,M004 M342 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.634,True,False,False,3,tiger
L-0012,Lothal,M068 M203 M350 M367,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.422,True,False,False,4,rhinoceros
L-0013,Lothal,M059 M293 M391,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.657,False,False,True,3,unicorn
L-0014,Lothal,M021 M176 M099 M065 M342 M328 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.558,True,False,False,7,zebu bull
L-0015,Lothal,M060 M328 M267 M342 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.69,True,True,False,5,rhinoceros
L-0016,Lothal,M002 M293 M293 M059 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.648,True,False,True,5,elephant
L-0017,Lothal,M011 M342 M176 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.729,True,False,True,4,unicorn
L-0018,Lothal,M328 M359 M048,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.319,False,False,False,3,unicorn
L-0019,Lothal,M051 M099 M342 M099,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.544,False,False,False,4,unicorn
L-0020,Lothal,M060 M153 M342 M176,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.589,True,False,False,4,rhinoceros
L-0021,Lothal,M050 M211,CLASSIFIER → RELATIONAL_MARKER,0.651,True,False,False,2,unicorn
L-0022,Lothal,M082 M342 M176 M099 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.565,True,False,False,5,zebu bull
L-0023,Lothal,M035 M127 M174 M065,CLASSIFIER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER,0.44,True,False,False,4,unicorn
L-0024,Lothal,M033 M100 M359 M065,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER,0.298,True,False,False,4,zebu bull
L-0025,Lothal,M075 M267 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.594,True,False,False,3,tiger
L-0026,Lothal,M075 M342,CLASSIFIER → RELATIONAL_MARKER,0.68,True,False,False,2,zebu bull
L-0027,Lothal,M099 M012 M391 M342 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.618,False,False,True,5,unicorn
L-0028,Lothal,M068 M342 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.607,True,False,False,3,rhinoceros
L-0029,Lothal,M068 M391 M157 M293 M342 M233,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.505,True,True,False,6,rhinoceros
L-0030,Lothal,M020 M099 M211 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.705,True,True,False,4,unicorn
L-0031,Lothal,M074 M336,CLASSIFIER → RELATIONAL_MARKER,0.598,True,False,False,2,zebu bull
L-0032,Lothal,M125 M328 M267 M102 M089 M125,WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.572,False,True,False,6,script only
L-0033,Lothal,M023 M290 M168 M293 M065,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.442,True,False,False,5,geometric
L-0034,Lothal,M019 M293 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.605,True,False,False,3,zebu bull
L-0035,Lothal,M062 M262 M293 M099,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.619,True,False,False,4,zebu bull
L-0036,Lothal,M080 M267 M333 M328 M176,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.485,True,False,False,5,unicorn
L-0037,Lothal,M030 M211 M342 M211 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.578,True,False,False,5,zebu bull
L-0038,Lothal,M099 M267 M211,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.538,False,False,False,3,unicorn
L-0039,Lothal,M015 M293,CLASSIFIER → RELATIONAL_MARKER,0.634,True,False,False,2,unicorn
L-0040,Lothal,M342 M176 M305,RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.697,False,True,False,3,unicorn
L-0041,Lothal,M019 M342 M233 M267,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.68,True,False,False,4,script only
L-0042,Lothal,M057 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.62,True,False,False,3,zebu bull
L-0043,Lothal,M037 M342 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.617,True,False,False,3,unicorn
L-0044,Lothal,M048 M162 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.648,False,False,True,3,script only
L-0045,Lothal,M069 M305,CLASSIFIER → CASE_MARKER,0.868,True,True,False,2,tiger
L-0046,Lothal,M063 M162 M121 M336 M267,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,True,False,False,5,buffalo
L-0047,Lothal,M031 M336 M305,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.734,True,True,False,3,geometric
L-0048,Lothal,M001 M176 M233,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.672,True,True,False,3,gharial
L-0049,Lothal,M045 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.648,True,False,False,3,elephant
L-0050,Lothal,M062 M087 M183 M267 M099 M293,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.581,True,False,False,6,zebu bull
L-0051,Lothal,M099 M342 M211 M302 M012,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.422,False,False,False,5,unicorn
L-0052,Lothal,M056 M117 M267 M125,CLASSIFIER → UNK → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.528,True,True,False,4,unicorn
L-0053,Lothal,M071 M267 M099 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.597,True,False,False,4,unicorn
L-0054,Lothal,M015 M293 M059,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY,0.756,True,False,True,3,unicorn
L-0055,Lothal,M005 M267 M099 M293 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.597,True,False,False,5,unicorn
L-0056,Lothal,M176 M099 M262 M099 M218 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.43,False,False,False,6,elephant
L-0057,Lothal,M041 M293,CLASSIFIER → RELATIONAL_MARKER,0.648,True,False,False,2,buffalo
L-0058,Lothal,M060 M342 M328 M342 M104 M099 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.513,True,False,False,7,rhinoceros
L-0059,Lothal,M016 M089,CLASSIFIER → RELATIONAL_MARKER,0.678,True,False,False,2,elephant
L-0060,Lothal,M342 M342 M125 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.596,False,False,False,4,unicorn
L-0061,Lothal,M065 M176 M391,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.494,False,False,False,3,zebu bull
L-0062,Lothal,M048 M233 M299 M087,RELATIONAL_MARKER → WEAK_CASE_MARKER → UNK → RELATIONAL_MARKER,0.407,False,False,False,4,unicorn
L-0063,Lothal,M039 M059,CLASSIFIER → HUB_AUTHORITY,0.909,True,False,True,2,elephant
L-0064,Lothal,M054 M048 M099 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.554,True,False,False,4,unicorn
L-0065,Lothal,M037 M188 M342 M342 M336,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,True,False,False,5,zebu bull
L-0066,Lothal,M059 M012 M367,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.644,False,False,True,3,unicorn
L-0067,Lothal,M054 M089 M176 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.576,True,False,False,4,unicorn
L-0068,Lothal,M080 M367,CLASSIFIER → RELATIONAL_MARKER,0.654,True,False,False,2,tiger
L-0069,Lothal,M058 M137 M367 M099 M408 M087,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.452,True,False,False,6,unicorn
L-0070,Lothal,M293 M267 M336,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,False,False,False,3,zebu bull
L-0071,Lothal,M036 M398 M162,CLASSIFIER → UNK → RELATIONAL_MARKER,0.419,True,False,False,3,geometric
L-0072,Lothal,M013 M211 M342 M176 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.603,True,False,False,5,gharial
L-0073,Lothal,M077 M099 M125,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.698,True,True,False,3,rhinoceros
L-0074,Lothal,M012 M211 M329 M342 M012 M250 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.406,False,False,False,7,tiger
L-0075,Lothal,M051 M367 M099,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.499,False,False,False,3,unicorn
L-0076,Lothal,M041 M342 M089 M099 M342 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,6,unicorn
L-0077,Lothal,M017 M267 M277 M162 M328,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.471,True,False,False,5,zebu bull
L-0078,Lothal,M072 M211 M342 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,5,unicorn
L-0079,Lothal,M050 M065,CLASSIFIER → RELATIONAL_MARKER,0.632,True,False,False,2,unicorn
L-0080,Lothal,M328 M342 M367 M176 M162 M305,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.59,False,True,False,6,zebu bull
L-0081,Lothal,M054 M149 M342 M059 M065,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.653,True,False,True,5,zebu bull
L-0082,Lothal,M033 M367,CLASSIFIER → RELATIONAL_MARKER,0.604,True,False,False,2,geometric
L-0083,Lothal,M002 M416 M391 M162,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.528,True,False,False,4,zebu bull
L-0084,Lothal,M267 M328 M211 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.504,False,False,False,4,unicorn
L-0085,Lothal,M064 M059 M342 M176 M305,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.762,True,True,True,5,gharial
L-0086,Lothal,M014 M267 M293 M179 M150 M099 M342 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.444,True,False,False,8,unicorn
L-0087,Lothal,M047 M125 M342 M391 M249,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.698,True,True,False,5,buffalo
L-0088,Lothal,M069 M336 M198 M099 M089,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.549,True,False,False,5,zebu bull
L-0089,Lothal,M005 M342 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,True,False,False,3,unicorn
L-0090,Lothal,M077 M233 M267 M328,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.646,True,False,False,4,script only
L-0091,Lothal,M039 M328 M087 M099 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.56,True,False,False,5,elephant
L-0092,Lothal,M065 M342 M391,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.513,False,False,False,3,unicorn
L-0093,Lothal,M044 M274 M267 M048,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.464,True,False,False,4,unicorn
L-0094,Lothal,M342 M327 M248 M342 M176 M065,RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.367,False,False,False,6,unicorn
L-0095,Lothal,M162 M125 M342 M012 M214 M176,RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.467,False,False,False,6,unicorn
L-0096,Lothal,M019 M328 M099 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.591,True,False,False,4,unicorn
L-0097,Lothal,M010 M239 M059 M176 M391 M267,CLASSIFIER → FLEXIBLE_AGENT → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.641,True,False,True,6,elephant
L-0098,Lothal,M391 M367 M416 M304 M099 M342 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,7,zebu bull
L-0099,Lothal,M076 M369 M211 M231 M233,CLASSIFIER → UNK → RELATIONAL_MARKER → FLEXIBLE_AGENT → WEAK_CASE_MARKER,0.468,True,True,False,5,unicorn
L-0100,Lothal,M008 M328 M305,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.772,True,True,False,3,buffalo
L-0101,Lothal,M035 M267,CLASSIFIER → RELATIONAL_MARKER,0.696,True,False,False,2,tiger
L-0102,Lothal,M022 M128 M342 M162,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.607,True,False,False,4,elephant
L-0103,Lothal,M342 M391 M367,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.518,False,False,False,3,unicorn
L-0104,Lothal,M048 M059 M065 M211 M162,RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.581,False,False,True,5,rhinoceros
L-0105,Lothal,M066 M099 M342 M367 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.593,True,False,False,5,zebu bull
L-0106,Lothal,M006 M290 M254 M142 M176 M162 M293,CLASSIFIER → UNK → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.394,True,False,False,7,tiger
L-0107,Lothal,M079 M305,CLASSIFIER → CASE_MARKER,0.926,True,True,False,2,script only
L-0108,Lothal,M045 M099 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.653,True,False,False,3,elephant
L-0109,Lothal,M035 M365 M328 M267,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.562,True,False,False,4,rhinoceros
L-0110,Lothal,M021 M059,CLASSIFIER → HUB_AUTHORITY,0.894,True,False,True,2,zebu bull
L-0111,Lothal,M046 M233 M059 M059 M367 M296 M051 M249,CLASSIFIER → WEAK_CASE_MARKER → HUB_AUTHORITY → HUB_AUTHORITY → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → CASE_MARKER,0.665,True,True,True,8,unicorn
L-0112,Lothal,M063 M178 M267 M342 M391 M089,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.548,True,False,False,6,tiger
L-0113,Lothal,M064 M176 M059 M176,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.7,True,False,True,4,zebu bull
L-0114,Lothal,M058 M176 M169 M367 M176 M211,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.566,True,False,False,6,unicorn
L-0115,Lothal,M176 M267 M099 M211 M342 M176,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.55,False,False,False,6,unicorn
L-0116,Lothal,M005 M328 M342 M293 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.615,True,True,False,5,rhinoceros
L-0117,Lothal,M018 M293,CLASSIFIER → RELATIONAL_MARKER,0.655,True,False,False,2,zebu bull
L-0118,Lothal,M044 M162 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.594,True,False,False,3,unicorn
L-0119,Lothal,M010 M367 M267 M211 M342 M392 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.491,True,False,False,7,unicorn
